originalName,sample_id,taxonKey,acceptedTaxonKey,voucher,basisOfRecord,occurrenceStatus,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,taxonRank,taxonomicStatus,iucnRedListCategory,lat_lon,continent,islandGroup,island,country,countryCode,stateProvince,county,municipality,locality,geography,geodeticDatum,coordinateUncertaintyInMeters,year,month,day,lifeStage,recordedBy,elevation,depth,occurrenceSource,occurrenceOrigin,CONTINENT,COUNTRY,AC,ISLAND,MUNICIPALI,TOWN,WB_0
Alytes muletensis,2841889544,2426609,2426609,84246792@OBS,human_observation,PRESENT,Animalia,Chordata,Amphibia,Anura,Alytidae,Alytes,muletensis,,1,44,131,952,6726,2426608,2426609,SPECIES,ACCEPTED,EN,"[39.81, 2.89]",Europe,,,Spain,ES,,,,Spain - Mallorca,"[""Europe"", null, null, ""Spain"", ""ES"", null, null, null, ""Spain - Mallorca""]",WGS84,1000.0,2014.0,5.0,2.0,Adult,User 58370,,,GBIF,database,Europe,Spain,Islas Baleares,Mallorca,Escorca,,
Alytes muletensis,2626517312,2426609,2426609,46276584,human_observation,PRESENT,Animalia,Chordata,Amphibia,Anura,Alytidae,Alytes,muletensis,,1,44,131,952,6726,2426608,2426609,SPECIES,ACCEPTED,EN,"[39.836575, 2.882366]",Europe,,,Spain,ES,Islas Baleares,,,,"[""Europe"", null, null, ""Spain"", ""ES"", ""Islas Baleares"", null, null, null]",WGS84,28030.0,2013.0,5.0,13.0,Adult,penterd,,,GBIF,database,Europe,Spain,Islas Baleares,Mallorca,Escorca,,
Alytes muletensis,3447394596,2426609,2426609,,human_observation,PRESENT,Animalia,Chordata,Amphibia,Anura,Alytidae,Alytes,muletensis,,1,44,131,952,6726,2426608,2426609,SPECIES,ACCEPTED,EN,"[39.862442, 2.853854]",Europe,,,Spain,ES,,,,Sa Calobra,"[""Europe"", null, null, ""Spain"", ""ES"", null, null, null, ""Sa Calobra""]",WGS84,250.0,2013.0,8.0,23.0,,874251893,,,GBIF,database,Europe,Spain,Islas Baleares,Mallorca,Escorca,,
Alytes muletensis,1638351683,2426609,2426609,IMEDEA:IMEDEA-PALEOVERT:103283,fossil_specimen,PRESENT,Animalia,Chordata,Amphibia,Anura,Alytidae,Alytes,muletensis,,1,44,131,952,6726,2426608,2426609,SPECIES,ACCEPTED,EN,"[39.566, 2.595]",Europe,,,Spain,ES,Mallorca,,Palma,Na Burguesa-1,"[""Europe"", null, null, ""Spain"", ""ES"", ""Mallorca"", null, ""Palma"", ""Na Burguesa-1""]",WGS84,200.0,2012.0,,,,,,,GBIF,database,Europe,Spain,Islas Baleares,Mallorca,Palma,,
Alytes muletensis,1638351907,2426609,2426609,IMEDEA:IMEDEA-PALEOVERT:103543,fossil_specimen,PRESENT,Animalia,Chordata,Amphibia,Anura,Alytidae,Alytes,muletensis,,1,44,131,952,6726,2426608,2426609,SPECIES,ACCEPTED,EN,"[39.566, 2.595]",Europe,,,Spain,ES,Mallorca,,Palma,Na Burguesa-1,"[""Europe"", null, null, ""Spain"", ""ES"", ""Mallorca"", null, ""Palma"", ""Na Burguesa-1""]",WGS84,200.0,2012.0,,,,,,,GBIF,database,Europe,Spain,Islas Baleares,Mallorca,Palma,,
Alytes muletensis,1638351940,2426609,2426609,IMEDEA:IMEDEA-PALEOVERT:103549,fossil_specimen,PRESENT,Animalia,Chordata,Amphibia,Anura,Alytidae,Alytes,muletensis,,1,44,131,952,6726,2426608,2426609,SPECIES,ACCEPTED,EN,"[39.566, 2.595]",Europe,,,Spain,ES,Mallorca,,Palma,Na Burguesa-1,"[""Europe"", null, null, ""Spain"", ""ES"", ""Mallorca"", null, ""Palma"", ""Na Burguesa-1""]",WGS84,200.0,2012.0,,,,,,,GBIF,database,Europe,Spain,Islas Baleares,Mallorca,Palma,,
Alytes muletensis,1638351910,2426609,2426609,IMEDEA:IMEDEA-PALEOVERT:103552,fossil_specimen,PRESENT,Animalia,Chordata,Amphibia,Anura,Alytidae,Alytes,muletensis,,1,44,131,952,6726,2426608,2426609,SPECIES,ACCEPTED,EN,"[39.566, 2.595]",Europe,,,Spain,ES,Mallorca,,Palma,Na Burguesa-1,"[""Europe"", null, null, ""Spain"", ""ES"", ""Mallorca"", null, ""Palma"", ""Na Burguesa-1""]",WGS84,200.0,2012.0,,,,,,,GBIF,database,Europe,Spain,Islas Baleares,Mallorca,Palma,,
Alytes muletensis,3465939320,2426609,2426609,22412295,human_observation,PRESENT,Animalia,Chordata,Amphibia,Anura,Alytidae,Alytes,muletensis,,1,44,131,952,6726,2426608,2426609,SPECIES,ACCEPTED,EN,"[39.884302, 2.94805]",Europe,,,Spain,ES,Islas Baleares,,,,"[""Europe"", null, null, ""Spain"", ""ES"", ""Islas Baleares"", null, null, null]",WGS84,28030.0,2010.0,6.0,5.0,Larva,Albert Fernandez Chacon,,,GBIF,database,Europe,Spain,Islas Baleares,Mallorca,Pollença,,
Alytes muletensis,2835128193,2426609,2426609,41239666@OBS,human_observation,PRESENT,Animalia,Chordata,Amphibia,Anura,Alytidae,Alytes,muletensis,,1,44,131,952,6726,2426608,2426609,SPECIES,ACCEPTED,EN,"[39.84, 2.82]",Europe,,,Spain,ES,,,,Spain - Mallorca,"[""Europe"", null, null, ""Spain"", ""ES"", null, null, null, ""Spain - Mallorca""]",WGS84,,2008.0,7.0,13.0,Adult,User 44031,,,GBIF,database,Europe,Spain,Islas Baleares,Mallorca,Escorca,,
Alytes muletensis,2840207198,2426609,2426609,41239677@OBS,human_observation,PRESENT,Animalia,Chordata,Amphibia,Anura,Alytidae,Alytes,muletensis,,1,44,131,952,6726,2426608,2426609,SPECIES,ACCEPTED,EN,"[39.84, 2.82]",Europe,,,Spain,ES,,,,Spain - Mallorca,"[""Europe"", null, null, ""Spain"", ""ES"", null, null, null, ""Spain - Mallorca""]",WGS84,,2008.0,7.0,13.0,Subadult,User 44031,,,GBIF,database,Europe,Spain,Islas Baleares,Mallorca,Escorca,,
Alytes muletensis,2839332134,2426609,2426609,41239682@OBS,human_observation,PRESENT,Animalia,Chordata,Amphibia,Anura,Alytidae,Alytes,muletensis,,1,44,131,952,6726,2426608,2426609,SPECIES,ACCEPTED,EN,"[39.84, 2.82]",Europe,,,Spain,ES,,,,Spain - Mallorca,"[""Europe"", null, null, ""Spain"", ""ES"", null, null, null, ""Spain - Mallorca""]",WGS84,,2008.0,7.0,13.0,Larva,User 44031,,,GBIF,database,Europe,Spain,Islas Baleares,Mallorca,Escorca,,
Alytes muletensis,164867286,2426609,2426609,,human_observation,PRESENT,Animalia,Chordata,Amphibia,Anura,Alytidae,Alytes,muletensis,,1,44,131,952,6726,2426608,2426609,SPECIES,ACCEPTED,EN,"[39.889999, 2.82]",Europe,,,Spain,ES,,,,,"[""Europe"", null, null, ""Spain"", ""ES"", null, null, null, null]",WGS84,,2006.0,,,,,,,GBIF,database,Europe,Spain,Islas Baleares,,,,Balearic Sea
Alytes muletensis,164867287,2426609,2426609,,human_observation,PRESENT,Animalia,Chordata,Amphibia,Anura,Alytidae,Alytes,muletensis,,1,44,131,952,6726,2426608,2426609,SPECIES,ACCEPTED,EN,"[39.889999, 2.94]",Europe,,,Spain,ES,,,,,"[""Europe"", null, null, ""Spain"", ""ES"", null, null, null, null]",WGS84,,2006.0,,,,,,,GBIF,database,Europe,Spain,Islas Baleares,Mallorca,Pollença,,
Alytes muletensis,164867288,2426609,2426609,,human_observation,PRESENT,Animalia,Chordata,Amphibia,Anura,Alytidae,Alytes,muletensis,,1,44,131,952,6726,2426608,2426609,SPECIES,ACCEPTED,EN,"[39.889999, 3.06]",Europe,,,Spain,ES,,,,,"[""Europe"", null, null, ""Spain"", ""ES"", null, null, null, null]",WGS84,,2006.0,,,,,,,GBIF,database,Europe,Spain,Islas Baleares,Mallorca,Pollença,,
Alytes muletensis,164867289,2426609,2426609,,human_observation,PRESENT,Animalia,Chordata,Amphibia,Anura,Alytidae,Alytes,muletensis,,1,44,131,952,6726,2426608,2426609,SPECIES,ACCEPTED,EN,"[39.610001, 2.48]",Europe,,,Spain,ES,Illes Balears,,,,"[""Europe"", null, null, ""Spain"", ""ES"", ""Illes Balears"", null, null, null]",WGS84,,2006.0,,,,,,,GBIF,database,Europe,Spain,Islas Baleares,Mallorca,Calvià,,
Alytes muletensis,164867290,2426609,2426609,,human_observation,PRESENT,Animalia,Chordata,Amphibia,Anura,Alytidae,Alytes,muletensis,,1,44,131,952,6726,2426608,2426609,SPECIES,ACCEPTED,EN,"[39.700001, 2.48]",Europe,,,Spain,ES,Illes Balears,,,,"[""Europe"", null, null, ""Spain"", ""ES"", ""Illes Balears"", null, null, null]",WGS84,,2006.0,,,,,,,GBIF,database,Europe,Spain,Islas Baleares,,,,Balearic Sea
Alytes muletensis,164867291,2426609,2426609,,human_observation,PRESENT,Animalia,Chordata,Amphibia,Anura,Alytidae,Alytes,muletensis,,1,44,131,952,6726,2426608,2426609,SPECIES,ACCEPTED,EN,"[39.790001, 2.71]",Europe,,,Spain,ES,Illes Balears,,,,"[""Europe"", null, null, ""Spain"", ""ES"", ""Illes Balears"", null, null, null]",WGS84,,2006.0,,,,,,,GBIF,database,Europe,Spain,Islas Baleares,Mallorca,Sóller,,
Alytes muletensis,164867292,2426609,2426609,,human_observation,PRESENT,Animalia,Chordata,Amphibia,Anura,Alytidae,Alytes,muletensis,,1,44,131,952,6726,2426608,2426609,SPECIES,ACCEPTED,EN,"[39.799999, 2.82]",Europe,,,Spain,ES,Illes Balears,,,,"[""Europe"", null, null, ""Spain"", ""ES"", ""Illes Balears"", null, null, null]",WGS84,,2006.0,,,,,,,GBIF,database,Europe,Spain,Islas Baleares,Mallorca,Escorca,,
Alytes muletensis,164867293,2426609,2426609,,human_observation,PRESENT,Animalia,Chordata,Amphibia,Anura,Alytidae,Alytes,muletensis,,1,44,131,952,6726,2426608,2426609,SPECIES,ACCEPTED,EN,"[39.799999, 2.94]",Europe,,,Spain,ES,Illes Balears,,,,"[""Europe"", null, null, ""Spain"", ""ES"", ""Illes Balears"", null, null, null]",WGS84,,2006.0,,,,,,,GBIF,database,Europe,Spain,Islas Baleares,Mallorca,Campanet,,
Alytes muletensis,2423262202,2426609,2426609,9740830,human_observation,PRESENT,Animalia,Chordata,Amphibia,Anura,Alytidae,Alytes,muletensis,,1,44,131,952,6726,2426608,2426609,SPECIES,ACCEPTED,EN,"[39.981203, 2.856183]",,,,Spain,ES,Islas Baleares,,,,"[null, null, null, ""Spain"", ""ES"", ""Islas Baleares"", null, null, null]",WGS84,28030.0,1991.0,7.0,25.0,,Simon Tonge,,,GBIF,database,Europe,Spain,Islas Baleares,,,,Balearic Sea
Alytes muletensis,1830939210,2426609,2426609,http://id.smns-bw.org/smns/collection/28798/472194/413851,preserved_specimen,PRESENT,Animalia,Chordata,Amphibia,Anura,Alytidae,Alytes,muletensis,,1,44,131,952,6726,2426608,2426609,SPECIES,ACCEPTED,EN,"[39.83333, 2.83333]",Europe,,,Spain,ES,,,,"Torrente de Es Guix, zwischen Binibona und Es Guix","[""Europe"", null, null, ""Spain"", ""ES"", null, null, null, ""Torrente de Es Guix, zwischen Binibona und Es Guix""]",WGS84,,1986.0,5.0,18.0,,"König, Claus",,,GBIF,database,Europe,Spain,Islas Baleares,Mallorca,Escorca,,
Alytes muletensis,621071339,2426609,2426609,urn:catalog:SMNS:Herpetologie:6485,preserved_specimen,PRESENT,Animalia,Chordata,Amphibia,Anura,Alytidae,Alytes,muletensis,,1,44,131,952,6726,2426608,2426609,SPECIES,ACCEPTED,EN,"[39.83333, 2.83333]",Europe,Balearen,Mallorca,Spain,ES,,Illes Baleares,,"Illes Baleares , Mallorca , Torrente de Es Guix, zwischen Binibona und Es Guix","[""Europe"", ""Balearen"", ""Mallorca"", ""Spain"", ""ES"", null, ""Illes Baleares"", null, ""Illes Baleares , Mallorca , Torrente de Es Guix, zwischen Binibona und Es Guix""]",WGS84,12337.0,1986.0,,,,"König, Claus",,,GBIF,database,Europe,Spain,Islas Baleares,Mallorca,Escorca,,
Alytes muletensis,2423262201,2426609,2426609,9740822,human_observation,PRESENT,Animalia,Chordata,Amphibia,Anura,Alytidae,Alytes,muletensis,,1,44,131,952,6726,2426608,2426609,SPECIES,ACCEPTED,EN,"[39.847816, 2.936038]",Europe,,,Spain,ES,Islas Baleares,,,,"[""Europe"", null, null, ""Spain"", ""ES"", ""Islas Baleares"", null, null, null]",WGS84,28030.0,1985.0,4.0,17.0,Adult,Simon Tonge,,,GBIF,database,Europe,Spain,Islas Baleares,Mallorca,Escorca,,
Alytes muletensis,1262924441,2426609,2426609,MB04-000332,preserved_specimen,PRESENT,Animalia,Chordata,Amphibia,Anura,Alytidae,Alytes,muletensis,,1,44,131,952,6726,2426608,2426609,SPECIES,ACCEPTED,EN,"[39.610609, 3.005249]",Europe,,,Spain,ES,Comunidade Autónoma das Ilhas Baleares,,,Baleares,"[""Europe"", null, null, ""Spain"", ""ES"", ""Comunidade Aut\u00f3noma das Ilhas Baleares"", null, null, ""Baleares""]",WGS84,52528.0,1982.0,5.0,18.0,,Alcover,,,GBIF,database,Europe,Spain,Islas Baleares,Mallorca,Lloret de Vistalegre,,
Alytes muletensis,1262924435,2426609,2426609,MB04-000331,preserved_specimen,PRESENT,Animalia,Chordata,Amphibia,Anura,Alytidae,Alytes,muletensis,,1,44,131,952,6726,2426608,2426609,SPECIES,ACCEPTED,EN,"[39.610609, 3.005249]",Europe,,,Spain,ES,Comunidade Autónoma das Ilhas Baleares,,,Baleares,"[""Europe"", null, null, ""Spain"", ""ES"", ""Comunidade Aut\u00f3noma das Ilhas Baleares"", null, null, ""Baleares""]",WGS84,52528.0,1982.0,8.0,,,Alcover,,,GBIF,database,Europe,Spain,Islas Baleares,Mallorca,Lloret de Vistalegre,,
Alytes muletensis,920326799,2426609,2426609,,human_observation,PRESENT,Animalia,Chordata,Amphibia,Anura,Alytidae,Alytes,muletensis,,1,44,131,952,6726,2426608,2426609,SPECIES,ACCEPTED,EN,"[39.91711, 3.035574]",Europe,,,Spain,ES,,,,Cala Sant Vicenc,"[""Europe"", null, null, ""Spain"", ""ES"", null, null, null, ""Cala Sant Vicenc""]",WGS84,25.0,1971.0,5.0,4.0,,33304576,,,GBIF,database,Europe,Spain,Islas Baleares,Mallorca,Pollença,,
Alytes muletensis,920300697,2426609,2426609,,human_observation,PRESENT,Animalia,Chordata,Amphibia,Anura,Alytidae,Alytes,muletensis,,1,44,131,952,6726,2426608,2426609,SPECIES,ACCEPTED,EN,"[39.918163, 3.038406]",Europe,,,Spain,ES,,,,Cala Sant Vicenc,"[""Europe"", null, null, ""Spain"", ""ES"", null, null, null, ""Cala Sant Vicenc""]",WGS84,25.0,1971.0,5.0,3.0,,33304576,,,GBIF,database,Europe,Spain,Islas Baleares,Mallorca,Pollença,,
Alytes muletensis,998036582,2426609,2426609,2293,human_observation,PRESENT,Animalia,Chordata,Amphibia,Anura,Alytidae,Alytes,muletensis,,1,44,131,952,6726,2426608,2426609,SPECIES,ACCEPTED,EN,"[39.61, 2.48]",Europe,,,Spain,ES,,,,,"[""Europe"", null, null, ""Spain"", ""ES"", null, null, null, null]",WGS84,7071.0,,,,,,,,GBIF,database,Europe,Spain,Islas Baleares,Mallorca,Calvià,,
Alytes muletensis,998036590,2426609,2426609,2294,human_observation,PRESENT,Animalia,Chordata,Amphibia,Anura,Alytidae,Alytes,muletensis,,1,44,131,952,6726,2426608,2426609,SPECIES,ACCEPTED,EN,"[39.7, 2.48]",Europe,,,Spain,ES,,,,,"[""Europe"", null, null, ""Spain"", ""ES"", null, null, null, null]",WGS84,7071.0,,,,,,,,GBIF,database,Europe,Spain,Islas Baleares,,,,Balearic Sea
Alytes muletensis,998036565,2426609,2426609,2295,human_observation,PRESENT,Animalia,Chordata,Amphibia,Anura,Alytidae,Alytes,muletensis,,1,44,131,952,6726,2426608,2426609,SPECIES,ACCEPTED,EN,"[39.79, 2.71]",Europe,,,Spain,ES,,,,,"[""Europe"", null, null, ""Spain"", ""ES"", null, null, null, null]",WGS84,7071.0,,,,,,,,GBIF,database,Europe,Spain,Islas Baleares,Mallorca,Sóller,,
Alytes muletensis,998036578,2426609,2426609,2296,human_observation,PRESENT,Animalia,Chordata,Amphibia,Anura,Alytidae,Alytes,muletensis,,1,44,131,952,6726,2426608,2426609,SPECIES,ACCEPTED,EN,"[39.8, 2.82]",Europe,,,Spain,ES,,,,,"[""Europe"", null, null, ""Spain"", ""ES"", null, null, null, null]",WGS84,7071.0,,,,,,,,GBIF,database,Europe,Spain,Islas Baleares,Mallorca,Escorca,,
Alytes muletensis,998036600,2426609,2426609,2297,human_observation,PRESENT,Animalia,Chordata,Amphibia,Anura,Alytidae,Alytes,muletensis,,1,44,131,952,6726,2426608,2426609,SPECIES,ACCEPTED,EN,"[39.89, 2.82]",Europe,,,Spain,ES,,,,,"[""Europe"", null, null, ""Spain"", ""ES"", null, null, null, null]",WGS84,7071.0,,,,,,,,GBIF,database,Europe,Spain,Islas Baleares,,,,Balearic Sea
Alytes muletensis,998036592,2426609,2426609,2298,human_observation,PRESENT,Animalia,Chordata,Amphibia,Anura,Alytidae,Alytes,muletensis,,1,44,131,952,6726,2426608,2426609,SPECIES,ACCEPTED,EN,"[39.8, 2.94]",Europe,,,Spain,ES,,,,,"[""Europe"", null, null, ""Spain"", ""ES"", null, null, null, null]",WGS84,7071.0,,,,,,,,GBIF,database,Europe,Spain,Islas Baleares,Mallorca,Campanet,,
Alytes muletensis,998036615,2426609,2426609,2299,human_observation,PRESENT,Animalia,Chordata,Amphibia,Anura,Alytidae,Alytes,muletensis,,1,44,131,952,6726,2426608,2426609,SPECIES,ACCEPTED,EN,"[39.89, 2.94]",Europe,,,Spain,ES,,,,,"[""Europe"", null, null, ""Spain"", ""ES"", null, null, null, null]",WGS84,7071.0,,,,,,,,GBIF,database,Europe,Spain,Islas Baleares,Mallorca,Pollença,,
Alytes muletensis,998036569,2426609,2426609,2300,human_observation,PRESENT,Animalia,Chordata,Amphibia,Anura,Alytidae,Alytes,muletensis,,1,44,131,952,6726,2426608,2426609,SPECIES,ACCEPTED,EN,"[39.89, 3.06]",Europe,,,Spain,ES,,,,,"[""Europe"", null, null, ""Spain"", ""ES"", null, null, null, null]",WGS84,7071.0,,,,,,,,GBIF,database,Europe,Spain,Islas Baleares,Mallorca,Pollença,,
Alytes muletensis,3111112782,2426609,2426609,IMEDEA:IMEDEA-VERT:3838,preserved_specimen,PRESENT,Animalia,Chordata,Amphibia,Anura,Alytidae,Alytes,muletensis,,1,44,131,952,6726,2426608,2426609,SPECIES,ACCEPTED,EN,"[39.6134, 2.8793]",Europe,,,Spain,ES,Mallorca,,-,Mallorca,"[""Europe"", null, null, ""Spain"", ""ES"", ""Mallorca"", null, ""-"", ""Mallorca""]",WGS84,52392.75,,,,,,,,GBIF,database,Europe,Spain,Islas Baleares,Mallorca,Sencelles,,
